데이터셋ID,데이터셋명,데이터셋설명,기관명,담당자명,전화번호,키워드1,키워드2,키워드3,기타유의사항,등록일,데이터ID,데이터명,데이터설명,제3자권리포함유무,상위분류,제3자권리,이용허락범위,업데이트주기,그리드,오픈API,파일,원시데이터,지도,챠트,링크,링크URL,공공데이터포털URL
20141009000000000017,우유 및 유제품 생산소비현황,"전국(시도별) 우유 생산 및 소비, 유제품 생산 및 소비 실적 통계자료",농림축산식품부,김정희,0442012341,유제품, 우유통계,우유생산량, ,20141014,20141014000000000016,유제품별 생산 및 소비실적,유제품별 생산 및 소비실적,미포함,축산,미포함,,년간,Y,Y,Y,Y,N,Y,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20141014000000000016
20141009000000000017,우유 및 유제품 생산소비현황,"전국(시도별) 우유 생산 및 소비, 유제품 생산 및 소비 실적 통계자료",농림축산식품부,김정희,0442012341,유제품, 우유통계,우유생산량, ,20191011,20191011000000001206,우유 및 유제품 생산소비 현황,"우유 및 유제품별 생산, 소비, 재고 통계조회 서비스 ",미포함,축산,미포함,,월간,N,N,Y,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20191011000000001206
20151028000000000235,가축자원분뇨화관리 현황,"축산농가 가축분뇨처리 및 자원화에 관한 자료로 축산농가, 액비저장조 관리 현황",농림축산식품부,한명관,0544294177,가축분뇨,분뇨,자원화, ,20151028,20151028000000000494,가축 분뇨 살포 현황,법인체의 경종농가에 대한 분뇨 살포 현황,미포함,축산,미포함,,월간,Y,Y,N,N,N,Y,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20151028000000000494
20151028000000000235,가축자원분뇨화관리 현황,"축산농가 가축분뇨처리 및 자원화에 관한 자료로 축산농가, 액비저장조 관리 현황",농림축산식품부,한명관,0544294177,가축분뇨,분뇨,자원화, ,20151028,20151028000000000495,가축분뇨 작물별 액비살포현황,법인체별 경종농가에 대한 작물별 액비살포현황,미포함,축산,미포함,,월간,Y,Y,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20151028000000000495
20151028000000000237,축산업등록 현황,"축산업을 허가받거나 등록한 개별 축산농가 현황 자료(축산업: 종축업, 부화업, 정액등처리업, 가축사육업)",농림축산식품부,천행수,0442012330,축산업허가,축산통계,축산물거래상인, ,20151028,20151028000000000499,축산업허가등록지역별통계현황,축산업 허가/등록 지역별 통계현황,미포함,축산,미포함,,월간,Y,Y,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20151028000000000499
20151028000000000237,축산업등록 현황,"축산업을 허가받거나 등록한 개별 축산농가 현황 자료(축산업: 종축업, 부화업, 정액등처리업, 가축사육업)",농림축산식품부,천행수,0442012330,축산업허가,축산통계,축산물거래상인, ,20151028,20151028000000000500,가축 거래 상인 등록 현황,가축거래 상인에 대한 등록현황,미포함,축산,미포함,,월간,Y,Y,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20151028000000000500
20170125000000000369,축산농장정보,지역/업종/축종/운영상태/사육규모/대상질병별 농장수/농장명등 상세한 축산농장정보를 제공,농림축산식품부,권병철,0442011414,농장,축산,가축, ,20161230,20170125000000000763,축산농장 통계제공 서비스,축산농장 통계정보 제공,미포함,축산,미포함,,수시,N,Y,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20170125000000000763
20170125000000000369,축산농장정보,지역/업종/축종/운영상태/사육규모/대상질병별 농장수/농장명등 상세한 축산농장정보를 제공,농림축산식품부,권병철,0442011414,농장,축산,가축, ,20201022,20201022000000001394,축산농장 정보제공 서비스 (신규),"축산물품질평가원의 축산물이력정보(소,돼지)와 가축위생방역지원본부(닭,오리 등 기타축종)의 축산농장방역정보를 기반으로 구축된 전국 축산농장에 대한 현황정보",미포함,축산,미포함,,주기없음,Y,Y,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20201022000000001394
20170125000000000370,가축사육정보,지역/업종/축종/운영상태/대상질병별 사육두수등에 대한 자세한 통계 정보를 제공,농림축산식품부,권병철,0442011414,가축,사육,통계, ,20161230,20170125000000000764,가축사육 통계제공 서비스,가축사육 통계정보 제공,미포함,축산,미포함,,수시,N,Y,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20170125000000000764
20190213000000000482,농림축산식품부_AI표준행동요령,농림축산식품부에서 작성한 고병원성조류인플루엔자(AI) 발생시 표준행동요령 자료입니다,농림축산식품부,담담자,0442011414,AI,고병원성조류인플루엔자,표준행동요령, ,20191010,20191010000000001105,농림축산식품부_AI긴급행동지침(2017),농림축산식품부에서 작성한 고병원성조류인플루엔자(AI) 발생시 표준행동요령 자료입니다.,미포함,축산,미포함,,수시,N,N,N,N,N,N,Y,http://www.mafra.go.kr/FMD-AI/643/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGRk1ELUFJJTJGMTA5JTJGMzE2MzM3JTJGYXJ0Y2xWaWV3LmRvJTNGYmJzQ2xTZXElM0QlMjZyZ3NFbmRkZVN0ciUzRCUyNmJic09wZW5XcmRTZXElM0QlMjZyZ3NCZ25kZVN0ciUzRCUyNnBhc3N3b3JkJTNEJTI2c3JjaENvbHVtbiUzRCUyNnJvdyUzRDEyJTI2aXNWaWV3TWluZSUzRGZhbHNlJTI2cGFnZSUzRDElMjZzcmNoV3JkJTNEJTI2,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20191010000000001105
20190213000000000485,농림축산식품부_돼지고기이력제 업무편람,"돼지고기이력제 업무편람 / 농림축식품부 방역총괄과 ; 축산물품질평가원 [공편]",농림축산식품부,담당자,0442011414,돼지고기,이력제,돼지이력제, ,20191010,20191010000000001134,농림축산식품부_돼지고기이력제 업무편람(2014) ,돼지와 돼지고기의 거래단계별 정보를 기록·관리하는 돼지고기이력제 업무편람자료입니다 ,미포함,축산,미포함,,수시,N,N,N,N,N,N,Y,http://lib.mafra.go.kr/Search/Detail/35824,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20191010000000001134
20191010000000000534,농림축산식품부_가금농가 읍면동 축종별 현황(2019),"지역별(읍면동) 가금(닭, 오리, 메추리, 거위, 기러기)류를 기르는 농가 수 및 개체수 현황 정보 제공",농림축산식품부,박상무,0442011412,축산,가금농가,읍면동, ,20191010,20191010000000001108,농림축산식품부_가금농가 읍면동 축종별 현황(2019),"지역별(읍면동) 가금(닭, 오리, 메추리, 거위, 기러기)류를 기르는 농가 수 및 개체수 현황 정보 제공",포함,축산,포함,저작권표시,년간,N,N,Y,N,N,N,Y,https://www.data.go.kr/data/15039732/fileData.do,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20191010000000001108
20191010000000000546,농림축산식품부_도축장,전국 도축장 현황 ,농림축산식품부,박상무,0442011414,도축,가축,도축장, ,20191010,20191010000000001133,농림축산식품부_도축장 현황(2018) ,농림축산검역본부에서 제공하고 있는 전국 도축장 및 집유장 현황입니다. ,미포함,축산,미포함,,수시,N,N,N,N,N,N,Y,http://www.qia.go.kr/livestock/clean/listwebQiaCom.do?type=slauPlace&amp;clear=1,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20191010000000001133
20191010000000000547,농림축산식품부_반려동물연관산업분석및발전방향연구,농림축산식품부에서 발행한 연구용역자료(반려동물연관산업분석및발전방향연구) 입니다.,농림축산식품부,박상무,0442011412,반려동물,산업분석,발전방향, ,20191010,20191010000000001138,반려동물 연관산업 분석 및 발전방향 연구(2016) ,농림축산식품부에서 발행한 연구용역자료(반려동물연관산업분석및발전방향연구) 입니다. ,미포함,축산,미포함,,수시,N,N,N,N,N,N,Y,http://lib.mafra.go.kr/Search/Detail/40511,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20191010000000001138
20210916000000000711,고병원성 조류인플루엔자 발생 및 조치현황,고병원성 조류인플루엔자 발생 및 조치현황,농림축산식품부,도수지,0442012554,질병,방역,고병원성조류인플루엔자, ,20210928,20210928000000001572,고병원성 AI 발생 현황 및 자료,고병원성 AI 발생 현황 및 자료,미포함,축산,미포함,,주기없음,N,N,N,N,N,N,Y,https://www.mafra.go.kr/FMD-AI2/2179/subview.do,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210928000000001572
20210928000000000719,아프리카돼지열병(ASF) 발생현황,아프리카돼지열병(ASF) 발생현황,농림축산식품부,이수범,03442012540,질병,방역,아프리카돼지열병, ,20210929,20210929000000001585,아프리카돼지열병(ASF) 발생현황,국내 야생멧돼지 아프리카돼지열병(ASF) 발생 현황입니다,미포함,축산,미포함,,수시,N,N,N,N,N,N,Y,https://www.mafra.go.kr/FMD-AI2/2145/subview.do,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210929000000001585
20210928000000000720,구제역 긴급행동지침,구제역 긴급행동지침 (SOP) 최신 데이터,농림축산식품부,이수범,0312012540,가축질병,SOP,구제역, ,20210929,20210929000000001586,구제역 긴급행동지침(SOP),구제역 긴급행동지침(`20.5.29.)입니다,미포함,축산,미포함,,주기없음,N,N,N,N,N,N,Y,http://www.qia.go.kr/viewwebQiaCom.do?id=49743&amp;type=2_8ktyzl,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210929000000001586
20210928000000000721,구제역 발생 현황,구제역 발생 현황,농림축산식품부,이수범,0312012540,구제역,발생현황,가축전염병, ,20210929,20210929000000001587,구제역 발생현황,구제역 발생 현황에 대한 데이터입니다,미포함,축산,미포함,,주기없음,N,N,N,N,N,N,Y,https://www.mafra.go.kr/FMD-AI2/2216/subview.do,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210929000000001587
20210928000000000722,아프리카돼지열병 긴급행동지침,아프리카돼지열병 긴급행동지침입니다,농림축산식품부,이수범,0312012540,아프리카돼지열병,가축전염병,SOP, ,20210929,20210929000000001588,아프리카돼지열병(ASF) 긴급행동지침,아프리카돼지열병(ASF) 긴급행동지침(`19.7.22.),미포함,축산,미포함,,주기없음,N,N,N,N,N,N,Y,http://www.qia.go.kr/viewwebQiaCom.do?id=47732&amp;type=2_41,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210929000000001588
20210930000000000744,반려동물 전시업 현황,"반려동물 전시업 현황(지역별 업체수, 비율, 종사자)제공 목록 : 서울, 부산, 대구, 인천, 광주, 대전, 울산, 세종, 경기, 강원, 충북, 충남, 전북, 전남, 경북, 경남, 제주",농림축산식품부,이효열,0442012373,반려동물,전시업,실태조사, ,20210930,20210930000000001610,반려동물 전시업 현황_20201230,"2020년 반려동물 전시업 현황(지역별 업체수, 비율, 종사자)제공 목록 : 서울, 부산, 대구, 인천, 광주, 대전, 울산, 세종, 경기, 강원, 충북, 충남, 전북, 전남, 경북, 경남, 제주",미포함,축산,미포함,,년간,N,N,Y,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210930000000001610
20141015000000000091,동물실험윤리위원회정보,동물실험윤리위원회의 운영및 동물실험실태,농림축산검역본부,정민경,0549120518,윤리,실험윤리,실험동물, ,20130812,20141016000000000247,동물실험윤리위원회정보,동물실험윤리위원회의 운영및 동물실험실태,미포함,축산,미포함,,년간,N,N,Y,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20141016000000000247
20150909000000000222,동물보호관리시스템 유기동물 조회 서비스,동물보호관리시스템의 유기동물 정보를 조회할 수 있다.,농림축산검역본부,정민경,0549120518,동물보호,유기,유기동물, ,20150909,20150909000000000470,동물보호관리시스템 유기동물 조회 서비스 ,동물보호관리시스템 유기동물 조회 서비스,포함,축산,포함,저작권표시,수시,N,N,N,N,N,N,Y,"http://openapi.animal.go.kr:80/openapi/service/rest/abandonmentPublicSrvc?_wadl&type=xml,https://www.data.go.kr/subMain.jsp#/L3B1YnIvcG90L215cC9Jcm9zTXlQYWdlL29wZW5EZXZHdWlkZVBhZ2UkQF4wMTJtMSRAXnB1YmxpY0RhdGFQaz0xNTAwMTA5NiRAXnB1YmxpY0RhdGFEZXRhaWxQaz11ZGRpOjBjMWQ5ZmU4LWViYWQtNDI4Zi05MGU1LTkxN2NmYzA0YzlhYiRAXm9wcnRpblNlcU5vPTQ1NDgkQF5tYWluRmxhZz10cnVl,https://www.data.go.kr/subMain.jsp#/L3B1YnIvcG90L215cC9Jcm9zTXlQYWdlL29wZW5EZXZHdWlkZVBhZ2UkQF4wMTJtMSRAXnB1YmxpY0RhdGFQaz0xNTAwMTA5NiRAXnB1YmxpY0RhdGFEZXRhaWxQaz11ZGRpOjBjMWQ5ZmU4LWViYWQtNDI4Zi05MGU1LTkxN2NmYzA0YzlhYiRAXm9wcnRpblNlcU5vPTQ1NDYkQF5tYWluRmxhZz10cnVl,https://www.data.go.kr/subMain.jsp#/L3B1YnIvcG90L215cC9Jcm9zTXlQYWdlL29wZW5EZXZHdWlkZVBhZ2UkQF4wMTJtMSRAXnB1YmxpY0RhdGFQaz0xNTAwMTA5NiRAXnB1YmxpY0RhdGFEZXRhaWxQaz11ZGRpOjBjMWQ5ZmU4LWViYWQtNDI4Zi05MGU1LTkxN2NmYzA0YzlhYiRAXm9wcnRpblNlcU5vPTQ1NDckQF5tYWluRmxhZz10cnVl,https://www.data.go.kr/subMain.jsp#/L3B1YnIvcG90L215cC9Jcm9zTXlQYWdlL29wZW5EZXZHdWlkZVBhZ2UkQF4wMTJtMSRAXnB1YmxpY0RhdGFQaz0xNTAwMTA5NiRAXnB1YmxpY0RhdGFEZXRhaWxQaz11ZGRpOjBjMWQ5ZmU4LWViYWQtNDI4Zi05MGU1LTkxN2NmYzA0YzlhYiRAXm9wcnRpblNlcU5vPTQ1NDUkQF5tYWluRmxhZz10cnVl,https://www.data.go.kr/subMain.jsp#/L3B1YnIvcG90L215cC9Jcm9zTXlQYWdlL29wZW5EZXZHdWlkZVBhZ2UkQF4wMTJtMSRAXnB1YmxpY0RhdGFQaz0xNTAwMTA5NiRAXnB1YmxpY0RhdGFEZXRhaWxQaz11ZGRpOjBjMWQ5ZmU4LWViYWQtNDI4Zi05MGU1LTkxN2NmYzA0YzlhYiRAXm9wcnRpblNlcU5vPTQ1NDQkQF5tYWluRmxhZz10cnVl",https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20150909000000000470
20210806000000000685,농림축산검역본부_동물등록 현황,"동물등록 지역별,등록방식별,축종별,품종별,출생연도별 현황",농림축산검역본부,김윤희,0549120515,반려동물등록,애완동물등록,동물등록제, ,20210806,20210806000000001532,동물등록 현황,"동물등록 지역별,등록방식별,축종별,품종별,출생연도별 현황",포함,축산,포함,저작권표시+동일조건변경허락,일간,Y,Y,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210806000000001532
20210926000000000712,거점소독시설안내,"거점소독시설 및 장소를 조회",농림축산검역본부,최윤영,0442012553,소독시설,거점소독시설,거점소독장소, ,20210926,20210926000000001566,거점소독시설,"거점소독시설 및 장소를 조회 서비스",미포함,축산,미포함,,수시,Y,N,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210926000000001566
20210926000000000713,질병발생 통계안내,"월별 질병발생 통계 조회",농림축산검역본부,조현동,0549120436,질병발생통계,구제역질병발생통계,AI질병발생통계, ,20210926,20210926000000001567,질병발생 통계,"질병발생 통계 조회 서비스",미포함,축산,미포함,,수시,Y,N,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210926000000001567
20210926000000000714,축산관계시설등록통계,"축산관계시설등록통계 조회",농림축산검역본부,박승규,0549120404,축산시설,축산관계시설,축산관계시설통계, ,20210926,20210926000000001568,축산관계시설등록통계,"축산관계시설등록통계 조회 서비스",미포함,축산,미포함,,일간,Y,N,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210926000000001568
20210926000000000715,축산차량통계,"축산차량통계 조회",농림축산검역본부,박승규,0549120404,축산차량,축산방문차량,축산방문차량통계, ,20210926,20210926000000001569,축산차량통계,"축산차량통계 조회 서비스",미포함,축산,미포함,,일간,Y,N,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210926000000001569
20210926000000000716,통제초소안내,통제초소 및 장소 조회,농림축산검역본부,최윤영,0442012553,초소,통제초소,이동통제초소, ,20210926,20210926000000001570,통제초소,"통제초소 및 장소 조회 서비스",미포함,축산,미포함,,수시,Y,N,N,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210926000000001570
20210926000000000717,축산차량 방문정보,"축산차량이 농장 및 시설을 방문정보를 조회",농림축산검역본부,박승규,0549120404,축산차량,축산차량통계,축산차량등록통계, ,20210926,20210926000000001565,축산차량 방문정보,"축산차량 방문정보 조회 서비스",미포함,축산,미포함,,수시,N,N,N,N,N,N,Y,https://home.kahis.go.kr/home/main/visitFrmhsListPopup.do,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210926000000001565
20211006000000000751,인근농가현황,"특정 농가내 반경 500m, 1Km, 3Km내 농장현황 통계 조회",농림축산검역본부,박성봉,0549120377,농가현황,농가반경내 현황,반경내 농가현황, ,20211006,20211006000000001627,인근농가현황,"특정 농가내 반경 500m, 1Km, 3Km내 농장현황 통계 조회 서비스",미포함,축산,미포함,,수시,N,N,N,N,N,N,Y,http://www.kahis.go.kr:8201/gis/actionDsfncMain.do,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20211006000000001627
20210507000000000642,축산물품질평가원_이력제 빅데이터 개방 시스템,"축산물이력제 소 사육, 출생, 폐사, 이동, 도축두수를 다양한 형태로 분석할 수 있도록 집계데이터를 제공",축산물품질평가원,남승엽,0444107093,축산물이력제,빅데이터,개방시스템, ,20210507,20210507000000001415,[이력정보 개방] 소 사육 두수,"소 시도, 시군, 소의종류, 성별, 사육개월령 사육두수",미포함,축산,미포함,,주기없음,N,N,N,N,N,N,Y,https://www.mtrace.go.kr/user/openingCattleInfo.jsp,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210507000000001415
20210507000000000642,축산물품질평가원_이력제 빅데이터 개방 시스템,"축산물이력제 소 사육, 출생, 폐사, 이동, 도축두수를 다양한 형태로 분석할 수 있도록 집계데이터를 제공",축산물품질평가원,남승엽,0444107093,축산물이력제,빅데이터,개방시스템, ,20210507,20210507000000001416,[이력정보 개방] 소 출생 두수,"소의 시도, 시군, 소의종류, 성별, 출생년월별 출생두수 제공",미포함,축산,미포함,,주기없음,N,N,N,N,N,N,Y,https://www.mtrace.go.kr/user/openingCattleInfo.jsp,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210507000000001416
20210507000000000642,축산물품질평가원_이력제 빅데이터 개방 시스템,"축산물이력제 소 사육, 출생, 폐사, 이동, 도축두수를 다양한 형태로 분석할 수 있도록 집계데이터를 제공",축산물품질평가원,남승엽,0444107093,축산물이력제,빅데이터,개방시스템, ,20210507,20210507000000001417,[이력정보 개방] 소 폐사 두수,"소의 시도, 시군, 폐사사유, 폐사개월령, 소의종류, 성별, 폐사년월별 폐사두수",미포함,축산,미포함,,주기없음,N,N,N,N,N,N,Y,https://www.mtrace.go.kr/user/openingCattleInfo.jsp,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210507000000001417
20210507000000000642,축산물품질평가원_이력제 빅데이터 개방 시스템,"축산물이력제 소 사육, 출생, 폐사, 이동, 도축두수를 다양한 형태로 분석할 수 있도록 집계데이터를 제공",축산물품질평가원,남승엽,0444107093,축산물이력제,빅데이터,개방시스템, ,20210507,20210507000000001418,[이력정보 개방] 소 이동 두수,"소의 시도, 시군, 소의종류, 성별, 이동년월별 양도, 양수두수",미포함,축산,미포함,,주기없음,N,N,N,N,N,N,Y,https://www.mtrace.go.kr/user/openingCattleInfo.jsp,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210507000000001418
20210507000000000642,축산물품질평가원_이력제 빅데이터 개방 시스템,"축산물이력제 소 사육, 출생, 폐사, 이동, 도축두수를 다양한 형태로 분석할 수 있도록 집계데이터를 제공",축산물품질평가원,남승엽,0444107093,축산물이력제,빅데이터,개방시스템, ,20210507,20210507000000001419,[이력정보 개방] 소 도축 두수,"소의 시도, 시군, 소의종류, 성별, 도축개월령, 도축년월, 육질등급, 도체중량별 두수",미포함,축산,미포함,,주기없음,N,N,N,N,N,N,Y,https://www.mtrace.go.kr/user/openingCattleInfo.jsp,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210507000000001419
20210507000000000642,축산물품질평가원_이력제 빅데이터 개방 시스템,"축산물이력제 소 사육, 출생, 폐사, 이동, 도축두수를 다양한 형태로 분석할 수 있도록 집계데이터를 제공",축산물품질평가원,남승엽,0444107093,축산물이력제,빅데이터,개방시스템, ,20210507,20210507000000001420,[이력정보 개방] 소 농장별 통합정보,"소 농장별 사육, 출생, 폐사, 이동, 도축두수 제공(시도별 사육두수 상위2&amp;#37; 농장은 평균두수를 제공하였습니다.)",미포함,축산,미포함,,주기없음,N,N,N,N,N,N,Y,https://www.mtrace.go.kr/user/openingCattleInfo.jsp,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210507000000001420
20210507000000000643,축산물품질평가원_이력제 소 이력관리 현황,"축산물이력제 사육, 출생, 폐사 등 다양한 통계현황을 조회할 수 있는 기능 제공",축산물품질평가원,김지영,0444107096,축산물이력제,소,통계, ,20210507,20210507000000001421,축산물이력제 소 이력관리 현황,"소의 사육, 도축, 폐사두수 등 통계 제공",미포함,축산,미포함,,주기없음,N,N,N,N,N,N,Y,https://www.mtrace.go.kr/businessStateCareerList.jsp#Statelist1,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210507000000001421
20210929000000000728,농림수산식품교육문화정보원_스마트축산 낙농분야 ICT로봇착유기 수집정보,농림수산식품교육문화정보원 스마트팜코리아에서 제공하는 스마트축산 낙농분야 ICT로봇착유기 수집정보입니다.,농림수산식품교육문화정보원,박성호,0448618754,스마트축산,낙농,착유기, ,20210929,20210929000000001578,스마트축산 낙농분야 ICT로봇착유기 수집정보,농림수산식품교육문화정보원 스마트팜코리아에서 제공하는 스마트축산 낙농분야 ICT로봇착유기 수집정보입니다.,미포함,축산,미포함,,주기없음,N,N,Y,N,N,N,N,,https://data.mafra.go.kr/opendata/data/indexOpenDataDetail.do?data_id=20210929000000001578
